"customer_id","recency_days","frequency","monetary","recency_score","frequency_score","monetary_score","rfm_score","customer_segment"
"468","373","23","11687.91","1","2","2","122","Hibernating"
"4390","450","25","11686.79","5","1","2","512","New Customers"
"4372","379","23","11685.32","2","2","2","222","Others"
"2359","396","23","11683.46","3","2","2","322","Need Attention"
"2875","407","18","11682.64","4","4","2","442","Others"
"1285","487","27","11682.32","5","1","2","512","New Customers"
"1003","414","24","11681.71","4","2","2","422","Others"
"3250","500","22","11681.01","5","2","2","522","Others"
"217","424","22","11679.97","5","2","2","522","Others"
"1792","373","19","11679.01","1","3","2","132","At Risk"
"1251","390","25","11677.97","3","1","2","312","Others"
"4298","467","21","11676.60","5","2","2","522","Others"
"4000","426","24","11671.92","5","2","2","522","Others"
"237","442","21","11670.38","5","2","2","522","Others"
"4467","369","23","11669.77","1","2","2","122","Hibernating"
"2027","374","28","11669.44","1","1","2","112","Hibernating"
"4589","393","23","11667.40","3","2","2","322","Need Attention"
"4287","405","23","11664.60","4","2","2","422","Others"
"2102","371","22","11661.21","1","2","2","122","Hibernating"
"1834","376","22","11654.06","2","2","2","222","Others"
"1133","375","21","11648.44","1","2","2","122","Hibernating"
"2770","406","24","11647.29","4","2","2","422","Others"
"4402","374","19","11645.49","1","3","2","132","At Risk"
"1677","389","24","11642.10","3","1","2","312","Others"
"4561","421","20","11639.10","4","3","2","432","Potential Loyalists"
"450","375","23","11638.23","2","2","2","222","Others"
"1141","385","19","11637.81","2","3","2","232","Others"
"772","371","26","11637.58","1","1","2","112","Hibernating"
"137","396","22","11637.16","3","2","2","322","Need Attention"
"1216","402","22","11636.67","4","2","2","422","Others"
"4678","411","19","11636.45","4","3","2","432","Potential Loyalists"
"1713","448","25","11636.19","5","1","2","512","New Customers"
"491","444","20","11635.67","5","3","2","532","Potential Loyalists"
"3754","368","25","11630.58","1","1","2","112","Hibernating"
"4997","374","24","11624.25","1","1","2","112","Hibernating"
"2631","381","18","11623.84","2","4","2","242","Others"
"4949","381","21","11623.11","2","2","2","222","Others"
"2278","373","28","11621.80","1","1","2","112","Hibernating"
"49","377","20","11621.15","2","3","2","232","Others"
"1394","397","24","11619.47","3","1","2","312","Others"
"4651","395","22","11619.36","3","2","2","322","Need Attention"
"1113","432","26","11617.84","5","1","2","512","New Customers"
"4480","373","27","11615.87","1","1","2","112","Hibernating"
"978","370","28","11613.82","1","1","2","112","Hibernating"
"3569","409","19","11612.97","4","3","2","432","Potential Loyalists"
"2836","390","18","11611.93","3","4","2","342","Others"
"4717","373","18","11610.03","1","4","2","142","At Risk"
"4908","376","21","11609.81","2","2","2","222","Others"
"1692","403","24","11608.84","4","2","2","422","Others"
"1800","391","23","11608.43","3","2","2","322","Need Attention"
"1993","381","21","11607.34","2","2","2","222","Others"
"3288","420","23","11607.21","4","2","2","422","Others"
"4044","411","17","11605.93","4","4","2","442","Others"
"601","380","21","11605.71","2","2","2","222","Others"
"3169","422","19","11604.64","4","4","2","442","Others"
"4604","411","25","11604.42","4","1","2","412","Others"
"3133","377","30","11602.50","2","1","2","212","Others"
"4526","381","23","11602.06","2","2","2","222","Others"
"3800","380","24","11601.73","2","1","2","212","Others"
"3526","421","20","11601.33","4","3","2","432","Potential Loyalists"
"921","374","29","11601.16","1","1","2","112","Hibernating"
"3304","372","21","11600.57","1","2","2","122","Hibernating"
"417","374","27","11596.22","1","1","2","112","Hibernating"
"2673","415","21","11593.63","4","3","2","432","Potential Loyalists"
"1839","457","21","11593.38","5","2","2","522","Others"
"1843","374","22","11590.99","1","2","2","122","Hibernating"
"4666","370","22","11588.26","1","2","2","122","Hibernating"
"4090","402","21","11587.47","4","3","2","432","Potential Loyalists"
"4715","368","27","11586.81","1","1","2","112","Hibernating"
"797","390","20","11585.80","3","3","2","332","Need Attention"
"4276","377","18","11583.46","2","4","2","242","Others"
"974","389","27","11581.89","3","1","2","312","Others"
"1629","428","20","11580.53","5","3","2","532","Potential Loyalists"
"2459","371","23","11580.40","1","2","2","122","Hibernating"
"4177","372","28","11579.56","1","1","2","112","Hibernating"
"4188","427","20","11579.30","5","3","2","532","Potential Loyalists"
"1793","378","23","11579.26","2","2","2","222","Others"
"3188","416","15","11578.86","4","5","2","452","Others"
"3636","371","23","11574.05","1","2","2","122","Hibernating"
"1476","368","18","11573.08","1","4","2","142","At Risk"
"3622","390","22","11572.52","3","2","2","322","Need Attention"
"913","393","16","11570.53","3","5","2","352","Others"
"4838","369","22","11559.41","1","2","2","122","Hibernating"
"2182","384","22","11559.08","2","2","2","222","Others"
"2174","478","21","11558.54","5","2","2","522","Others"
"504","384","24","11557.15","2","1","2","212","Others"
"2675","423","25","11556.66","4","1","2","412","Others"
"3391","369","27","11556.14","1","1","2","112","Hibernating"
"4462","372","23","11555.31","1","2","2","122","Hibernating"
"16","427","22","11554.17","5","2","2","522","Others"
"3247","369","22","11549.25","1","2","2","122","Hibernating"
"4810","385","27","11544.97","3","1","2","312","Others"
"4339","430","20","11543.19","5","3","2","532","Potential Loyalists"
"840","397","25","11542.80","3","1","2","312","Others"
"512","379","27","11540.74","2","1","2","212","Others"
"3820","383","21","11540.19","2","3","2","232","Others"
"2607","406","22","11539.51","4","2","2","422","Others"
"3029","385","21","11534.41","3","3","2","332","Need Attention"
"1634","420","23","11533.97","4","2","2","422","Others"
"1720","380","22","11531.64","2","2","2","222","Others"
"833","381","22","11530.25","2","2","2","222","Others"
"3779","375","26","11529.46","1","1","2","112","Hibernating"
"250","372","26","11528.02","1","1","2","112","Hibernating"
"2498","381","25","11526.96","2","1","2","212","Others"
"742","400","25","11522.11","4","1","2","412","Others"
"2916","405","24","11519.06","4","2","2","422","Others"
"3415","402","18","11516.95","4","4","2","442","Others"
"4385","383","22","11514.81","2","2","2","222","Others"
"144","393","21","11513.54","3","3","2","332","Need Attention"
"1723","415","25","11513.16","4","1","2","412","Others"
"4042","381","21","11509.43","2","2","2","222","Others"
"2866","421","20","11501.98","4","3","2","432","Potential Loyalists"
"3421","385","23","11499.11","2","2","2","222","Others"
"4105","415","24","11496.35","4","2","2","422","Others"
"3912","378","16","11496.21","2","4","2","242","Others"
"947","423","21","11495.92","4","3","2","432","Potential Loyalists"
"4615","383","22","11495.59","2","2","2","222","Others"
"989","379","24","11495.34","2","1","2","212","Others"
"251","464","21","11495.33","5","2","2","522","Others"
"4912","369","27","11494.92","1","1","2","112","Hibernating"
"2716","429","21","11494.53","5","3","2","532","Potential Loyalists"
"17","387","22","11494.45","3","2","2","322","Need Attention"
"2018","430","32","11492.80","5","1","2","512","New Customers"
"1008","405","26","11489.63","4","1","2","412","Others"
"1892","447","19","11489.35","5","3","2","532","Potential Loyalists"
"682","426","24","11488.41","5","2","2","522","Others"
"4070","388","22","11485.80","3","2","2","322","Need Attention"
"696","385","17","11483.93","3","4","2","342","Others"
"2435","378","24","11477.30","2","1","2","212","Others"
"303","425","21","11474.91","5","3","2","532","Potential Loyalists"
"1345","378","26","11469.17","2","1","2","212","Others"
"3241","369","24","11468.61","1","1","2","112","Hibernating"
"4174","421","21","11464.75","4","3","2","432","Potential Loyalists"
"4310","385","22","11464.70","3","2","2","322","Need Attention"
"1908","379","29","11464.34","2","1","2","212","Others"
"2551","372","20","11462.10","1","3","2","132","At Risk"
"2908","451","20","11460.22","5","3","2","532","Potential Loyalists"
"3970","403","29","11454.58","4","1","2","412","Others"
"1368","447","26","11452.88","5","1","2","512","New Customers"
"3280","409","23","11452.32","4","2","2","422","Others"
"4259","393","21","11449.99","3","3","2","332","Need Attention"
"2891","402","27","11449.79","4","1","2","412","Others"
"2715","399","22","11446.86","3","2","2","322","Need Attention"
"57","372","23","11444.98","1","2","2","122","Hibernating"
"2190","418","19","11443.71","4","4","2","442","Others"
"2189","394","18","11443.61","3","4","2","342","Others"
"1966","372","25","11438.69","1","1","2","112","Hibernating"
"3046","373","26","11433.81","1","1","2","112","Hibernating"
"2425","399","17","11433.62","4","4","2","442","Others"
"1312","465","24","11431.49","5","2","2","522","Others"
"1282","453","24","11430.34","5","2","2","522","Others"
"4811","421","22","11429.36","4","2","2","422","Others"
"4147","394","24","11429.08","3","1","2","312","Others"
"4258","370","21","11425.90","1","2","2","122","Hibernating"
"2161","404","22","11422.90","4","2","2","422","Others"
"1599","405","21","11422.45","4","3","2","432","Potential Loyalists"
"1351","379","24","11422.15","2","1","2","212","Others"
"312","371","24","11417.87","1","1","2","112","Hibernating"
"4971","384","19","11417.54","2","3","2","232","Others"
"1377","384","20","11413.66","2","3","2","232","Others"
"189","460","17","11412.26","5","4","2","542","Others"
"2563","381","24","11411.70","2","1","2","212","Others"
"2218","369","23","11409.80","1","2","2","122","Hibernating"
"4299","379","23","11409.29","2","2","2","222","Others"
"2583","429","21","11400.06","5","3","2","532","Potential Loyalists"
"2937","383","24","11394.16","2","1","2","212","Others"
"854","389","22","11392.29","3","2","2","322","Need Attention"
"2774","379","20","11391.04","2","3","2","232","Others"
"4736","405","24","11390.92","4","2","2","422","Others"
"1935","388","23","11389.42","3","2","2","322","Need Attention"
"4450","390","22","11388.79","3","2","2","322","Need Attention"
"3065","397","19","11388.53","3","3","2","332","Need Attention"
"3142","377","23","11382.50","2","2","2","222","Others"
"4323","459","20","11382.40","5","3","2","532","Potential Loyalists"
"1735","415","26","11381.02","4","1","2","412","Others"
"2000","398","19","11380.74","3","3","2","332","Need Attention"
"3385","370","29","11379.19","1","1","2","112","Hibernating"
"3663","370","22","11378.09","1","2","2","122","Hibernating"
"2479","378","17","11376.68","2","4","2","242","Others"
"3652","380","21","11375.19","2","2","2","222","Others"
"2577","374","25","11371.55","1","1","2","112","Hibernating"
"2747","378","22","11371.13","2","2","2","222","Others"
"269","403","25","11371.04","4","1","2","412","Others"
"1502","390","20","11370.55","3","3","2","332","Need Attention"
"3805","378","22","11368.66","2","2","2","222","Others"
"4557","391","24","11366.60","3","1","2","312","Others"
"376","383","26","11365.64","2","1","2","212","Others"
"4902","385","31","11364.88","3","1","2","312","Others"
"3592","379","20","11361.86","2","3","2","232","Others"
"3320","381","20","11359.91","2","3","2","232","Others"
"2928","406","24","11359.04","4","2","2","422","Others"
"218","387","25","11358.30","3","1","2","312","Others"
"327","376","22","11357.83","2","2","2","222","Others"
"4768","405","20","11351.91","4","3","2","432","Potential Loyalists"
"3885","408","19","11349.88","4","3","2","432","Potential Loyalists"
"4223","378","24","11349.84","2","1","2","212","Others"
"178","376","23","11344.91","2","2","2","222","Others"
"3761","399","24","11344.85","4","1","2","412","Others"
"1940","369","21","11344.65","1","2","2","122","Hibernating"
"71","377","23","11340.63","2","2","2","222","Others"
"528","387","24","11337.79","3","1","2","312","Others"
"48","370","25","11333.97","1","1","2","112","Hibernating"
"2941","400","22","11330.53","4","2","2","422","Others"
"999","370","25","11330.16","1","1","2","112","Hibernating"
"455","397","20","11329.94","3","3","2","332","Need Attention"
"4456","374","17","11328.39","1","4","2","142","At Risk"
"2172","402","23","11326.25","4","2","2","422","Others"
"3399","377","26","11324.30","2","1","2","212","Others"
"2940","404","21","11322.57","4","3","2","432","Potential Loyalists"
"150","419","21","11320.16","4","3","2","432","Potential Loyalists"
"3432","447","26","11320.05","5","1","2","512","New Customers"
"1972","463","24","11319.93","5","2","2","522","Others"
"1827","391","27","11319.53","3","1","2","312","Others"
"1214","382","22","11316.80","2","2","2","222","Others"
"3356","398","23","11315.79","3","2","2","322","Need Attention"
"1898","439","25","11314.66","5","1","2","512","New Customers"
"3827","374","19","11310.58","1","3","2","132","At Risk"
"4729","447","21","11310.24","5","2","2","522","Others"
"1984","387","23","11310.21","3","2","2","322","Need Attention"
"4681","370","24","11306.82","1","1","2","112","Hibernating"
"1014","375","22","11304.78","1","2","2","122","Hibernating"
"3959","374","25","11303.82","1","1","2","112","Hibernating"
"3691","378","23","11303.78","2","2","2","222","Others"
"2274","412","21","11300.64","4","3","2","432","Potential Loyalists"
"4860","385","21","11300.54","3","3","2","332","Need Attention"
"2132","376","23","11300.24","2","2","2","222","Others"
"2473","377","21","11299.47","2","2","2","222","Others"
"1822","404","18","11296.68","4","4","2","442","Others"
"18","373","24","11295.88","1","1","2","112","Hibernating"
"4958","452","23","11294.64","5","2","2","522","Others"
"4022","374","24","11293.93","1","1","2","112","Hibernating"
"884","489","21","11289.09","5","2","2","522","Others"
"2980","415","21","11288.63","4","3","2","432","Potential Loyalists"
"192","414","17","11287.23","4","4","2","442","Others"
"1764","384","22","11285.85","2","2","2","222","Others"
"3887","396","23","11284.05","3","2","2","322","Need Attention"
"1989","397","21","11282.42","3","3","2","332","Need Attention"
"2002","369","22","11279.42","1","2","2","122","Hibernating"
"2235","411","21","11279.33","4","3","2","432","Potential Loyalists"
"3149","412","18","11275.09","4","4","2","442","Others"
"990","381","29","11271.92","2","1","2","212","Others"
"1874","468","20","11269.22","5","3","2","532","Potential Loyalists"
"1542","416","20","11268.92","4","3","2","432","Potential Loyalists"
"1574","406","24","11264.72","4","2","2","422","Others"
"2830","405","20","11262.33","4","3","2","432","Potential Loyalists"
"2996","368","16","11259.39","1","4","2","142","At Risk"
"1579","394","23","11258.63","3","2","2","322","Need Attention"
"3967","369","24","11254.56","1","1","2","112","Hibernating"
"3456","373","18","11252.85","1","4","2","142","At Risk"
"1397","385","23","11247.18","3","2","2","322","Need Attention"
"1357","409","20","11245.22","4","3","2","432","Potential Loyalists"
"3960","391","26","11244.13","3","1","2","312","Others"
"3454","372","19","11241.62","1","3","2","132","At Risk"
"544","405","18","11241.24","4","4","2","442","Others"
"196","375","23","11241.23","1","2","2","122","Hibernating"
"4703","441","26","11239.49","5","1","2","512","New Customers"
"1946","378","25","11238.87","2","1","2","212","Others"
"2050","381","22","11238.56","2","2","2","222","Others"
"2367","372","23","11238.28","1","2","2","122","Hibernating"
"1174","374","20","11237.20","1","3","2","132","At Risk"
"2749","446","24","11236.70","5","2","2","522","Others"
"1907","416","19","11234.52","4","4","2","442","Others"
"2093","382","22","11234.48","2","2","2","222","Others"
"3943","393","20","11233.35","3","3","2","332","Need Attention"
"73","374","24","11231.99","1","1","2","112","Hibernating"
"4054","383","21","11230.26","2","2","2","222","Others"
"1879","380","21","11229.94","2","2","2","222","Others"
"3089","368","26","11226.23","1","1","2","112","Hibernating"
"2558","380","21","11225.87","2","2","2","222","Others"
"1391","377","25","11222.11","2","1","2","212","Others"
"342","417","23","11221.71","4","2","2","422","Others"
"4265","384","20","11220.99","2","3","2","232","Others"
"4155","478","19","11220.87","5","3","2","532","Potential Loyalists"
"4106","378","25","11218.26","2","1","2","212","Others"
"3901","401","23","11216.05","4","2","2","422","Others"
"2487","382","28","11214.56","2","1","2","212","Others"
"1895","458","22","11214.09","5","2","2","522","Others"
"2475","391","17","11214.04","3","4","2","342","Others"
"3808","372","24","11212.73","1","1","2","112","Hibernating"
"569","379","24","11207.14","2","1","2","212","Others"
"3654","378","24","11206.41","2","1","2","212","Others"
"760","388","26","11205.22","3","1","2","312","Others"
"730","368","25","11203.58","1","1","2","112","Hibernating"
"2066","446","17","11203.52","5","4","2","542","Others"
"496","395","18","11201.43","3","4","2","342","Others"
"4130","373","22","11200.88","1","2","2","122","Hibernating"
"856","378","26","11200.87","2","1","2","212","Others"
"3023","419","29","11198.60","4","1","2","412","Others"
"825","374","21","11197.48","1","2","2","122","Hibernating"
"4524","374","22","11197.47","1","2","2","122","Hibernating"
"1125","402","24","11196.77","4","2","2","422","Others"
"4601","420","22","11194.87","4","2","2","422","Others"
"4858","372","23","11194.81","1","2","2","122","Hibernating"
"1382","471","21","11187.20","5","2","2","522","Others"
"1709","381","18","11183.89","2","4","2","242","Others"
"4365","391","24","11183.74","3","1","2","312","Others"
"3739","384","24","11183.26","2","1","2","212","Others"
"4980","377","26","11175.85","2","1","2","212","Others"
"3146","405","26","11174.61","4","1","2","412","Others"
"3378","404","24","11173.82","4","2","2","422","Others"
"3367","388","25","11172.07","3","1","2","312","Others"
"534","385","19","11170.63","3","3","2","332","Need Attention"
"4156","371","24","11168.62","1","1","2","112","Hibernating"
"2704","377","16","11166.16","2","4","2","242","Others"
"382","400","20","11164.27","4","3","2","432","Potential Loyalists"
"3193","383","23","11164.12","2","2","2","222","Others"
"1866","457","23","11162.84","5","2","2","522","Others"
"1267","393","19","11162.61","3","3","2","332","Need Attention"
"2501","368","24","11158.90","1","1","2","112","Hibernating"
"4197","369","22","11158.52","1","2","2","122","Hibernating"
"4360","390","21","11157.95","3","3","2","332","Need Attention"
"3629","408","22","11153.01","4","2","2","422","Others"
"1926","372","22","11152.97","1","2","2","122","Hibernating"
"3757","370","24","11146.80","1","1","2","112","Hibernating"
"2604","384","20","11146.63","2","3","2","232","Others"
"2504","368","24","11145.17","1","1","2","112","Hibernating"
"221","370","18","11140.77","1","4","2","142","At Risk"
"4753","388","24","11139.13","3","1","2","312","Others"
"3070","378","24","11136.50","2","1","2","212","Others"
"264","394","17","11136.25","3","4","2","342","Others"
"4473","370","24","11132.39","1","1","2","112","Hibernating"
"1236","395","24","11120.30","3","1","2","312","Others"
"1485","417","20","11119.99","4","3","2","432","Potential Loyalists"
"3158","430","21","11114.82","5","3","2","532","Potential Loyalists"
"906","377","22","11113.46","2","2","2","222","Others"
"577","381","26","11111.20","2","1","2","212","Others"
"3172","377","22","11109.39","2","2","2","222","Others"
"2187","381","23","11107.97","2","2","2","222","Others"
"3103","395","20","11107.96","3","3","2","332","Need Attention"
"1440","382","23","11106.84","2","2","2","222","Others"
"1183","397","22","11105.99","3","2","2","322","Need Attention"
"2458","474","22","11105.41","5","2","2","522","Others"
"1752","369","23","11105.40","1","2","2","122","Hibernating"
"3946","376","23","11104.08","2","2","2","222","Others"
"724","378","18","11103.55","2","4","2","242","Others"
"1341","405","18","11103.53","4","4","2","442","Others"
"3824","388","20","11103.17","3","3","2","332","Need Attention"
"1869","391","24","11102.75","3","1","2","312","Others"
"1243","388","22","11100.48","3","2","2","322","Need Attention"
"3010","376","26","11097.44","2","1","2","212","Others"
"1362","370","25","11096.03","1","1","2","112","Hibernating"
"1127","373","24","11093.52","1","1","2","112","Hibernating"
"286","380","22","11090.43","2","2","2","222","Others"
"3090","388","23","11090.11","3","2","2","322","Need Attention"
"1148","392","19","11089.67","3","3","2","332","Need Attention"
"4967","382","27","11087.51","2","1","2","212","Others"
"2633","496","20","11085.31","5","3","2","532","Potential Loyalists"
"1489","421","17","11084.64","4","4","2","442","Others"
"529","437","21","11079.62","5","3","2","532","Potential Loyalists"
"3067","426","19","11079.07","5","4","2","542","Others"
"3566","410","22","11076.58","4","2","2","422","Others"
"780","436","20","11072.99","5","3","2","532","Potential Loyalists"
"292","417","21","11069.35","4","3","2","432","Potential Loyalists"
"397","385","24","11068.78","3","1","2","312","Others"
"442","442","23","11065.81","5","2","2","522","Others"
"92","378","25","11065.51","2","1","2","212","Others"
"2686","375","21","11060.11","2","2","2","222","Others"
"2441","375","24","11057.26","1","1","2","112","Hibernating"
"278","388","21","11057.25","3","3","2","332","Need Attention"
"2870","374","23","11045.11","1","2","2","122","Hibernating"
"3292","431","23","11044.81","5","2","2","522","Others"
"2247","437","22","11044.46","5","2","2","522","Others"
"3062","392","17","11044.04","3","4","2","342","Others"
"2071","385","20","11040.90","3","3","2","332","Need Attention"
"4664","377","17","11035.82","2","4","2","242","Others"
"1299","395","18","11033.01","3","4","2","342","Others"
"2164","397","19","11032.89","3","3","2","332","Need Attention"
"1930","399","21","11032.86","4","3","2","432","Potential Loyalists"
"3590","381","23","11031.31","2","2","2","222","Others"
"4169","384","21","11031.21","2","3","2","232","Others"
"1527","369","24","11027.72","1","1","2","112","Hibernating"
"4071","377","20","11027.15","2","3","2","232","Others"
"1352","421","28","11026.67","4","1","2","412","Others"
"4427","372","22","11024.34","1","2","2","122","Hibernating"
"3050","390","21","11024.33","3","3","2","332","Need Attention"
"1948","375","25","11024.24","1","1","2","112","Hibernating"
"2988","396","22","11019.28","3","2","2","322","Need Attention"
"2945","434","19","11017.12","5","4","2","542","Others"
"1380","380","17","11016.83","2","4","2","242","Others"
"3671","374","24","11016.78","1","1","2","112","Hibernating"
"4355","394","21","11013.93","3","3","2","332","Need Attention"
"4885","375","21","11012.92","1","2","2","122","Hibernating"
"2341","380","23","11009.40","2","2","2","222","Others"
"611","387","24","11008.53","3","1","2","312","Others"
"1890","391","22","11006.03","3","2","2","322","Need Attention"
"2807","430","19","11002.77","5","4","2","542","Others"
"1361","389","20","11000.70","3","3","2","332","Need Attention"
"2594","431","20","11000.54","5","3","2","532","Potential Loyalists"
"2954","388","23","11000.35","3","2","2","322","Need Attention"
"3522","377","23","10999.27","2","2","2","222","Others"
"3546","369","23","10999.02","1","2","2","122","Hibernating"
"1118","411","23","10998.00","4","2","2","422","Others"
"3766","407","23","10996.07","4","2","2","422","Others"
"4616","382","18","10994.63","2","4","2","242","Others"
"674","404","20","10993.36","4","3","2","432","Potential Loyalists"
"2257","392","22","10988.18","3","2","2","322","Need Attention"
"2192","368","16","10987.21","1","4","2","142","At Risk"
"2060","442","22","10985.70","5","2","2","522","Others"
"3479","412","21","10985.21","4","3","2","432","Potential Loyalists"
"4273","412","22","10983.49","4","2","2","422","Others"
"365","371","19","10980.57","1","3","2","132","At Risk"
"4448","373","20","10979.29","1","3","2","132","At Risk"
"4637","382","24","10978.38","2","1","2","212","Others"
"3025","373","16","10977.84","1","4","2","142","At Risk"
"3269","377","24","10975.08","2","1","2","212","Others"
"304","512","18","10973.28","5","4","2","542","Others"
"1903","385","21","10973.14","3","3","2","332","Need Attention"
"256","443","19","10970.83","5","3","2","532","Potential Loyalists"
"3660","414","23","10969.92","4","2","2","422","Others"
"1498","385","22","10968.36","3","2","2","322","Need Attention"
"1960","384","22","10962.74","2","2","2","222","Others"
"664","383","24","10959.45","2","1","2","212","Others"
"3428","392","25","10956.57","3","1","2","312","Others"
"2608","368","19","10955.56","1","3","2","132","At Risk"
"3239","388","23","10953.35","3","2","2","322","Need Attention"
"2730","393","22","10952.75","3","2","2","322","Need Attention"
"3310","385","26","10951.30","3","1","2","312","Others"
"1043","378","29","10948.61","2","1","2","212","Others"
"2518","375","24","10948.28","2","1","2","212","Others"
"3111","410","20","10946.78","4","3","2","432","Potential Loyalists"
"4814","383","26","10945.25","2","1","2","212","Others"
"4312","400","20","10944.72","4","3","2","432","Potential Loyalists"
"3564","393","22","10944.21","3","2","2","322","Need Attention"
"4251","411","23","10941.04","4","2","2","422","Others"
"2897","406","15","10938.23","4","5","2","452","Others"
"2910","376","24","10933.84","2","1","2","212","Others"
"2701","392","17","10930.13","3","4","2","342","Others"
"735","379","23","10930.03","2","2","2","222","Others"
"4626","432","16","10929.74","5","5","2","552","Others"
"844","376","22","10927.83","2","2","2","222","Others"
"3256","368","20","10927.54","1","3","2","132","At Risk"
"1147","401","19","10926.86","4","3","2","432","Potential Loyalists"
"2828","381","19","10925.82","2","3","2","232","Others"
"35","467","24","10922.31","5","2","2","522","Others"
"543","370","21","10921.85","1","2","2","122","Hibernating"
"4","374","21","10917.94","1","2","2","122","Hibernating"
"4369","378","21","10916.63","2","2","2","222","Others"
"4913","373","26","10915.13","1","1","2","112","Hibernating"
"4200","376","19","10913.31","2","3","2","232","Others"
"3647","408","18","10913.06","4","4","2","442","Others"
"2245","389","19","10912.89","3","3","2","332","Need Attention"
"4415","371","25","10909.53","1","1","2","112","Hibernating"
"1739","391","18","10909.48","3","4","2","342","Others"
"4370","462","26","10904.31","5","1","2","512","New Customers"
"3890","420","23","10903.86","4","2","2","422","Others"
"4199","380","22","10902.54","2","2","2","222","Others"
"74","382","18","10902.03","2","4","2","242","Others"
"238","392","24","10899.44","3","1","2","312","Others"
"1981","420","19","10897.94","4","4","2","442","Others"
"1323","413","21","10897.64","4","3","2","432","Potential Loyalists"
"2316","369","14","10893.42","1","5","2","152","At Risk"
"3791","418","22","10892.57","4","2","2","422","Others"
"438","442","25","10889.38","5","1","2","512","New Customers"
"2176","380","25","10888.51","2","1","2","212","Others"
"371","404","21","10886.41","4","3","2","432","Potential Loyalists"
"3792","487","21","10885.42","5","2","2","522","Others"
"2291","371","23","10885.17","1","2","2","122","Hibernating"
"579","405","26","10882.68","4","1","2","412","Others"
"2997","393","21","10882.41","3","3","2","332","Need Attention"
"3621","377","18","10882.14","2","4","2","242","Others"
"1637","372","20","10880.75","1","3","2","132","At Risk"
"3731","395","25","10879.44","3","1","2","312","Others"
"907","373","23","10875.55","1","2","2","122","Hibernating"
"2283","380","17","10873.64","2","4","2","242","Others"
"1980","419","23","10872.79","4","2","2","422","Others"
"3813","390","17","10868.59","3","4","2","342","Others"
"4677","383","20","10866.52","2","3","2","232","Others"
"2838","385","17","10863.26","3","4","2","342","Others"
"636","404","18","10863.13","4","4","2","442","Others"
"3547","407","18","10861.74","4","4","2","442","Others"
"1766","371","25","10860.59","1","1","2","112","Hibernating"
"1543","459","22","10858.30","5","2","2","522","Others"
"2540","401","21","10858.27","4","3","2","432","Potential Loyalists"
"1311","392","21","10858.20","3","3","2","332","Need Attention"
"285","437","19","10857.28","5","4","2","542","Others"
"3582","395","25","10857.24","3","1","2","312","Others"
"2186","382","18","10856.05","2","4","2","242","Others"
"4386","451","19","10855.50","5","3","2","532","Potential Loyalists"
"1024","426","27","10855.42","5","1","2","512","New Customers"
"2592","480","22","10850.73","5","2","2","522","Others"
"4565","396","24","10850.18","3","1","2","312","Others"
"65","399","26","10849.04","4","1","2","412","Others"
"4946","407","21","10848.87","4","3","2","432","Potential Loyalists"
"1693","371","19","10845.20","1","3","2","132","At Risk"
"2013","440","20","10842.90","5","3","2","532","Potential Loyalists"
"2268","441","19","10841.17","5","3","2","532","Potential Loyalists"
"812","381","23","10837.80","2","2","2","222","Others"
"4797","370","22","10833.90","1","2","2","122","Hibernating"
"3607","378","19","10832.22","2","3","2","232","Others"
"4489","375","20","10832.06","2","3","2","232","Others"
"4781","384","20","10830.05","2","3","2","232","Others"
"3867","407","22","10828.97","4","2","2","422","Others"
"701","396","19","10826.18","3","3","2","332","Need Attention"
"2748","451","17","10825.59","5","4","2","542","Others"
"4778","421","25","10822.93","4","1","2","412","Others"
"1833","380","27","10821.38","2","1","2","212","Others"
"4742","373","19","10819.91","1","3","2","132","At Risk"
"2542","389","23","10807.26","3","2","2","322","Need Attention"
"2626","376","20","10806.44","2","3","2","232","Others"
"4574","378","23","10803.63","2","2","2","222","Others"
"101","368","24","10802.55","1","1","2","112","Hibernating"
"1488","373","24","10802.10","1","1","2","112","Hibernating"
"2146","393","22","10801.40","3","2","2","322","Need Attention"
"1528","383","22","10800.33","2","2","2","222","Others"
"4170","435","24","10800.17","5","2","2","522","Others"
"1101","439","16","10799.93","5","5","2","552","Others"
"1823","385","24","10799.92","2","1","2","212","Others"
"966","415","20","10799.34","4","3","2","432","Potential Loyalists"
"3182","368","23","10796.57","1","2","2","122","Hibernating"
"299","368","19","10794.89","1","3","2","132","At Risk"
"4104","369","22","10794.78","1","2","2","122","Hibernating"
"4466","416","20","10787.96","4","3","2","432","Potential Loyalists"
"4397","368","21","10787.83","1","2","2","122","Hibernating"
"3073","390","18","10787.74","3","4","2","342","Others"
"2913","450","24","10786.68","5","2","2","522","Others"
"4935","373","19","10786.11","1","3","2","132","At Risk"
"2356","390","23","10785.70","3","2","2","322","Need Attention"
"781","426","24","10781.22","5","2","2","522","Others"
"4919","377","31","10780.45","2","1","2","212","Others"
"4007","381","23","10778.83","2","2","2","222","Others"
"915","395","23","10776.63","3","2","2","322","Need Attention"
"1145","427","20","10776.34","5","3","2","532","Potential Loyalists"
"363","374","20","10775.65","1","3","2","132","At Risk"
"1371","376","19","10771.17","2","3","2","232","Others"
"2209","381","24","10767.87","2","1","2","212","Others"
"4338","372","19","10767.80","1","3","2","132","At Risk"
"3562","368","21","10765.44","1","2","2","122","Hibernating"
